,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000592338,7.450425562322923,-3.3632898639349107,5.895572283990844,6.1142646872030455e-09,4.2863858887036666e-07,8.361670995748817,ENST00000592338,CNN1,ENST00000592338 - CNN1,14.662651723264606,True,True,2,False,False,2
ENST00000621109,6.674423864980072,-3.4000995716298044,5.677322565754374,2.096925540946566e-08,1.3162012972588354e-06,7.4376632244727645,ENST00000621109,PSG9,ENST00000621109 - PSG9,13.540760775315674,True,True,2,False,True,3
ENST00000529303,7.3521773270249025,-3.3416211608593587,5.511623724007423,5.2058458452644986e-08,3.01773041162394e-06,6.673731346161158,ENST00000529303,PAMR1,ENST00000529303 - PAMR1,12.71100552843953,True,True,2,False,False,2
ENST00000221222,5.9252222972507536,-3.4156717507918524,5.459427130051161,6.89969244689938e-08,3.89196837783682e-06,6.536842074011285,ENST00000221222,HOMER3,ENST00000221222 - HOMER3,12.456595518586981,True,True,2,False,False,2
ENST00000531859,7.209425515809794,-3.344418602815333,5.379322043200817,1.0584031684692508e-07,5.709863925452407e-06,6.1218330055091545,ENST00000531859,CHID1,ENST00000531859 - CHID1,12.073315365499335,True,True,2,False,False,2
ENST00000379554,6.296233124718048,-3.403716292220487,5.233557470527582,2.2738831422866983e-07,1.1343053694606085e-05,5.5669562284034715,ENST00000379554,INSC,ENST00000379554 - INSC,11.386905010676799,True,True,2,False,False,2
ENST00000454092,9.86552002490377,-2.9539656974359865,4.970045316468357,8.656253766338094e-07,3.798005962858135e-05,4.337738851953038,ENST00000454092,MTND4LP30,ENST00000454092 - MTND4LP30,10.178449282581857,True,True,2,False,False,2
ENST00000517352,6.568673583833611,-0.8233539282485908,4.966477102676579,8.810795855218621e-07,3.859158914347736e-05,4.358440085311186,ENST00000517352,TNFRSF11B,ENST00000517352 - TNFRSF11B,10.162476203074046,True,True,2,False,True,3
ENST00000631335,5.206668226684427,-3.4153868383200154,4.862621824394692,1.467656992239416e-06,6.088554866547755e-05,4.150162920225729,ENST00000631335,SCRN1,ENST00000631335 - SCRN1,9.706514707540979,True,True,2,False,False,2
ENST00000456523,5.926869616020901,1.7236898052005847,4.850907771719526,1.5537049031363149e-06,6.405248244042828e-05,3.854317788188812,ENST00000456523,FGF5,ENST00000456523 - FGF5,9.655807772520477,True,True,2,False,False,2
ENST00000522271,4.426084666951766,-3.437124436302706,4.613184895489655,4.813312472940203e-06,0.00017575011230100562,3.2636248768890868,ENST00000522271,TRPA1,ENST00000522271 - TRPA1,8.646447388292165,True,True,2,False,False,2
ENST00000261180,6.773663387768305,1.5216660132561128,4.576392742566754,5.708937256574801e-06,0.00020474476487562085,2.837759889828461,ENST00000261180,TRHDE,ENST00000261180 - TRHDE,8.493746403931008,True,True,2,True,True,3
